trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.997}",25,0,-220.82211083520795,"{0: 9, 1: 8, 2: 3, 3: 2, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.994009}",25,0,-125.41471033073985,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.991026973}",30,0,-99.70029112271081,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.988053892081}",20,0,-85.3586993925752,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.985089730404757}",25,10,-62.68394802037693,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
6,False,"{'a': 0.5, 'e': 0.9821344612135428}",20,0,-180.82175495434242,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
7,False,"{'a': 0.5, 'e': 0.9791880578299021}",25,0,-169.55624878983787,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9762504936564125}",20,0,-70.36017415571902,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9733217421754432}",20,0,-61.887268357549466,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9704017769489168}",25,0,-158.33282647773126,"{0: 10, 1: 5, 2: 8, 3: 1, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.9674905716180701}",20,0,-164.37317725516414,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
12,False,"{'a': 0.5, 'e': 0.9645880999032158}",20,0,-51.850196835867585,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9616943356035061}",30,0,-166.51588555274668,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.9588092525966956}",20,0,-114.60191502305472,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9559328248389055}",30,0,-157.1922596101995,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.9530650263643888}",20,0,-208.3750209710302,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 4}",0
17,False,"{'a': 0.5, 'e': 0.9502058312852957}",20,0,-75.93100204243153,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9473552137914398}",20,0,-150.84229707497113,"{0: 7, 1: 4, 2: 6, 3: 2, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9445131481500655}",25,0,-256.95903964902135,"{0: 11, 1: 0, 2: 7, 3: 4, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.9416796087056153}",20,16,7.141489340774692,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.9388545698794984}",20,0,-63.71689195018985,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.93603800616986}",20,0,-70.74763185366619,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9332298921513504}",25,0,-133.44741330826895,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9304302024748964}",30,0,-184.43080950812532,"{0: 15, 1: 3, 2: 9, 3: 1, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.9276389118674717}",25,0,-115.78188984106995,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.9248559951318693}",25,0,-123.44680239721836,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.9220814271464737}",25,0,-172.9211616833042,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.9193151828650342}",20,0,-61.768951500512266,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.9165572373164391}",25,0,-101.92857393473213,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9138075656044898}",20,0,-44.02054943721956,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.9110661429076764}",25,0,-122.81083325623197,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9083329444789534}",30,0,-294.17087639021145,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 6}",0
33,False,"{'a': 0.5, 'e': 0.9056079456455165}",25,0,-76.05316686009819,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.90289112180858}",30,4,-95.86621782109742,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.9001824484431542}",30,3,-84.29805018167028,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 1}",1
36,False,"{'a': 0.5, 'e': 0.8974819010978248}",20,0,-56.774427663271034,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.8947894553945313}",25,0,-143.83444603977088,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
38,False,"{'a': 0.5, 'e': 0.8921050870283477}",25,0,-131.39117437409192,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.8894287717672626}",20,0,-103.80871466794373,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.8867604854519608}",25,0,-90.84762845327018,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.884100203995605}",30,2,-125.44245176242107,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 2}",1
42,False,"{'a': 0.5, 'e': 0.8814479033836181}",20,0,-65.31480973910604,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.8788035596734672}",30,0,-156.1290240492115,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.8761671489944468}",20,0,-32.89587336564064,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.8735386475474635}",20,0,-59.988199325084835,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.8709180316048211}",30,11,-50.33857402267227,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.8683052775100066}",35,0,-164.44287705923512,"{0: 21, 1: 5, 2: 6, 3: 1, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.8657003616774767}",25,0,-271.9871907004555,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 6}",0
49,False,"{'a': 0.5, 'e': 0.8631032605924442}",30,0,-141.52129589906963,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.860513950810667}",20,0,-101.42326403323261,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.857932408958235}",20,0,-97.35965907030408,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.8553586117313603}",25,0,-87.30905563561919,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.8527925358961662}",20,0,-105.36404493937685,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.8502341582884777}",20,5,-93.67635823266038,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 1}",1
55,False,"{'a': 0.5, 'e': 0.8476834558136123}",25,0,-55.12017010163696,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.8451404054461714}",20,0,-79.57501554211923,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.8426049842298329}",20,0,-122.67281625540114,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.8400771692771434}",20,5,-38.661484745569226,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.837556937769312}",30,20,9.038158697266315,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.835044266956004}",20,0,-95.72522047334697,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.8325391341551359}",20,0,-100.10394280677608,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.8300415167526705}",25,0,-164.8451565454878,"{0: 13, 1: 0, 2: 10, 3: 0, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.8275513922024125}",20,0,-80.27864723460748,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.8250687380258053}",20,0,-130.7460344555908,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.8225935318117279}",25,3,-35.8359146831869,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.8201257512162927}",25,12,-45.85711521582457,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.8176653739626438}",30,20,-42.19873752191668,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
68,False,"{'a': 0.5, 'e': 0.8152123778407558}",25,0,-171.85186894067718,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.8127667407072335}",20,0,-137.62271976644698,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.8103284404851119}",25,7,-125.36374510859922,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 2}",1
71,False,"{'a': 0.5, 'e': 0.8078974551636565}",20,0,-84.21057605452995,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.8054737627981655}",20,0,-44.95432113453562,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.803057341509771}",30,6,-33.96309300974951,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.8006481694852418}",25,12,-36.33824451568414,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.798246224976786}",25,0,-118.00805934570354,"{0: 16, 1: 1, 2: 3, 3: 5, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.7958514863018556}",20,0,-42.941184826367525,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.79346393184295}",20,0,-65.24045516200347,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.7910835400474212}",20,11,-54.37122736818921,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.7887102894272789}",25,0,-15.977271191296504,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.7863441585589971}",20,0,-52.67102129259312,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.78398512608332}",25,0,-91.55567124752328,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.7816331707050701}",35,0,-81.40455861811344,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.7792882711929549}",20,7,-14.218933560022636,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.776950406379376}",20,15,3.7310366356871363,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.7746195551602378}",20,0,-66.72150867662558,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.7722956964947572}",20,0,-120.1259080478159,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.7699788094052729}",25,0,-148.39762163548036,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.767668872977057}",20,0,-62.38322547419349,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.7653658663581259}",20,0,-18.66322078112326,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.7630697687590515}",20,0,-62.94206459794744,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.7607805594527743}",20,0,-48.568576914873184,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.7584982177744161}",25,0,-120.00298606754583,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.7562227231210928}",25,1,-136.7450446757302,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.7539540549517295}",20,0,-31.630507702255894,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.7516921927868743}",20,2,-51.602000595302066,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.7494371162085136}",30,0,-141.74191637339422,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.747188804859888}",25,0,-110.12686487272376,"{0: 13, 1: 2, 2: 8, 3: 2, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.7449472384453084}",25,15,-34.969672445370314,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.7427123967299725}",25,12,-15.693001257553268,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.7404842595397826}",20,3,-20.486064898844532,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.7382628067611632}",25,11,-22.601768042142044,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.7360480183408797}",25,0,-64.24931124826601,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.7338398742858571}",25,6,-40.52261692126394,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.7316383546629995}",20,0,-75.17956999435076,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.7294434395990105}",25,0,-45.66231707092197,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.7272551092802134}",35,2,-174.8266524140871,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 3}",1
107,False,"{'a': 0.5, 'e': 0.7250733439523728}",30,18,-34.292667702271125,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.7228981239205157}",35,0,-88.61251551728772,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.7207294295487541}",20,0,-53.606669153152225,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.7185672412601078}",30,0,-104.67879284426188,"{0: 16, 1: 8, 2: 5, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.7164115395363275}",25,0,-72.29590169093505,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.7142623049177186}",25,0,-42.98812068778162,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.7121195180029655}",35,13,-98.28478709715837,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.7099831594489566}",25,0,-57.67346709139129,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.7078532099706097}",20,0,-110.0702655043066,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.7057296503406979}",20,0,-57.46550894566718,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.7036124613896758}",20,0,-106.78595959194219,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.7015016240055068}",35,0,-69.27102032897886,"{0: 27, 1: 1, 2: 6, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.6993971191334902}",20,3,-27.597730615116543,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.6972989277760897}",25,14,-28.953680731442486,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.6952070309927615}",25,13,-12.143381417541843,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.6931214098997832}",25,10,-21.569518223447485,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.6910420456700839}",25,1,-49.379429085135605,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.6889689195330736}",25,0,-101.52094373464695,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
125,False,"{'a': 0.5, 'e': 0.6869020127744744}",35,5,-125.68539022027663,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",1
126,False,"{'a': 0.5, 'e': 0.684841306736151}",20,0,-65.57464675525009,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.6827867828159425}",25,0,-118.62236328467543,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
128,False,"{'a': 0.5, 'e': 0.6807384224674947}",20,0,-138.27521492778106,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.6786962072000923}",20,1,-10.404107013578257,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.676660118578492}",20,0,-48.67875019023364,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.6746301382227565}",20,11,-1.3759841187718942,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.6726062478080883}",20,0,-23.003963958058907,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.6705884290646641}",30,17,20.52045021869411,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.66857666377747}",30,18,-111.07085437148496,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 2}",1
135,False,"{'a': 0.5, 'e': 0.6665709337861376}",25,14,5.891425281231308,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.6645712209847792}",20,0,-57.70259389025516,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.6625775073218249}",30,0,-246.79943812516387,"{0: 14, 1: 4, 2: 8, 3: 0, 4: 4}",0
138,False,"{'a': 0.5, 'e': 0.6605897747998594}",20,11,1.0898094689852613,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.6586080054754598}",35,0,-70.81791351481407,"{0: 24, 1: 4, 2: 5, 3: 2, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.6566321814590335}",25,0,-39.11305469179747,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.6546622849146564}",25,0,-38.4283672612474,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.6526982980599124}",35,0,-204.52105593440226,"{0: 23, 1: 3, 2: 4, 3: 1, 4: 4}",0
143,False,"{'a': 0.5, 'e': 0.6507402031657327}",20,0,-118.23165332536377,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",1
144,False,"{'a': 0.5, 'e': 0.6487879825562355}",35,0,-230.95249896845587,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 5}",0
145,False,"{'a': 0.5, 'e': 0.6468416186085668}",25,3,-84.03325342870703,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
146,False,"{'a': 0.5, 'e': 0.6449010937527411}",25,0,-94.4120510763925,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.6429663904714829}",20,0,-29.98833919712084,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.6410374913000684}",25,0,-124.45269497846473,"{0: 14, 1: 2, 2: 5, 3: 4, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.6391143788261682}",20,0,-38.129450773666676,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.6371970356896897}",30,0,-104.56397151783132,"{0: 20, 1: 5, 2: 2, 3: 2, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.6352854445826206}",20,0,-27.971515553854786,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.6333795882488727}",20,5,-102.51791531811259,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",1
153,False,"{'a': 0.5, 'e': 0.6314794494841262}",20,0,-18.397869181640633,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.6295850111356738}",25,0,-56.84242131398102,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.6276962561022668}",25,18,-74.51922167007264,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
156,False,"{'a': 0.5, 'e': 0.62581316733396}",25,13,2.7470872616020223,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.623935727831958}",30,0,-157.58888428992046,"{0: 18, 1: 3, 2: 4, 3: 4, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.6220639206484622}",25,9,-39.58822139165803,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.6201977288865168}",25,11,-34.37043877575447,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.6183371356998573}",30,0,-125.63156160575964,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.6164821242927577}",25,17,-9.704832882768674,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.6146326779198794}",20,0,-34.56051095664844,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.6127887798861198}",20,1,-61.20007418965061,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.6109504135464614}",30,0,-58.61187670380031,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.609117562305822}",20,0,-14.227323876260062,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.6072902096189046}",20,0,-31.015752815702683,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.6054683389900478}",35,22,-8.424330372219641,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.6036519339730777}",25,0,-63.223394972229556,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
169,False,"{'a': 0.5, 'e': 0.6018409781711584}",25,0,-68.37201648877416,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.6000354552366449}",25,0,-57.26083471738837,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.598235348870935}",20,4,-65.29939996824058,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.5964406428243222}",25,20,10.400389816925767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.5946513208958493}",30,2,-92.66891949165377,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.5928673669331617}",20,0,-37.22895944299051,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.5910887648323622}",25,0,-104.21443453980713,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.5893154985378651}",20,2,-27.869349057819758,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.5875475520422515}",25,0,-45.38519108338891,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.5857849093861247}",20,0,-109.64398218822555,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.5840275546579663}",25,0,-15.872213627831433,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.5822754719939924}",20,2,-68.78174621647881,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.5805286455780104}",30,0,-33.32141370939481,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.5787870596412764}",25,6,-87.35835485209039,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.5770506984623526}",25,12,-6.673965267847501,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.5753195463669655}",30,0,-60.062189235362105,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
